tech,01/04/2001,01/07/2001,01/08/2001,01/09/2001,01/10/2001,01/11/2001,01/12/2001,01/01/2002,01/02/2002,01/03/2002,01/04/2002,01/05/2002,01/06/2002,01/07/2002,01/08/2002,01/09/2002,01/10/2002,01/11/2002,01/12/2002,01/01/2003,01/02/2003,01/03/2003,01/04/2003,01/05/2003,01/06/2003,01/07/2003,01/08/2003,01/09/2003,01/10/2003,01/11/2003,01/12/2003,01/01/2004,01/02/2004,01/03/2004,01/04/2004,01/05/2004,01/06/2004,01/07/2004,01/08/2004,01/09/2004,01/10/2004,01/11/2004,01/12/2004,01/01/2005,01/02/2005,01/03/2005,01/04/2005,01/05/2005,01/06/2005,01/07/2005,01/08/2005,01/09/2005,01/10/2005,01/11/2005,01/12/2005,01/01/2006,01/02/2006,01/03/2006,01/04/2006,01/05/2006,01/06/2006,01/07/2006,01/08/2006,01/09/2006,01/10/2006,01/11/2006,01/12/2006,01/01/2007,01/02/2007,01/03/2007,01/04/2007,01/05/2007,01/06/2007,01/07/2007,01/08/2007,01/09/2007,01/10/2007,01/11/2007,01/12/2007,01/01/2008,01/02/2008,01/03/2008,01/04/2008,01/05/2008,01/06/2008,01/07/2008,01/08/2008,01/09/2008,01/10/2008,01/11/2008,01/12/2008,01/01/2009,01/02/2009,01/03/2009,01/04/2009,01/05/2009,01/06/2009,01/07/2009,01/08/2009,01/09/2009,01/10/2009,01/11/2009,01/12/2009,01/01/2010,01/02/2010,01/03/2010,01/04/2010,01/05/2010,01/06/2010,01/07/2010,01/08/2010,01/09/2010,01/10/2010,01/11/2010,01/12/2010,01/01/2011,01/02/2011,01/03/2011,01/04/2011,01/05/2011,01/06/2011,01/07/2011,01/08/2011,01/09/2011,01/10/2011,01/11/2011,01/12/2011,01/01/2012,01/02/2012,01/03/2012,01/04/2012,01/05/2012,01/06/2012,01/07/2012,01/08/2012,01/09/2012,01/10/2012,01/11/2012,01/12/2012,01/01/2013,01/02/2013,01/03/2013,01/04/2013,01/05/2013,01/06/2013,01/07/2013,01/08/2013,01/09/2013,01/10/2013,01/11/2013,01/12/2013,01/01/2014,01/02/2014,01/03/2014,01/04/2014,01/05/2014,01/06/2014,01/07/2014,01/08/2014,01/09/2014,01/10/2014,01/11/2014,01/12/2014,01/01/2015,01/02/2015,01/03/2015,01/04/2015,01/05/2015,01/06/2015,01/07/2015,01/08/2015,01/09/2015,01/10/2015,01/11/2015,01/12/2015,01/01/2016,01/02/2016,01/03/2016,01/04/2016,01/05/2016,01/06/2016,01/07/2016,01/08/2016,01/09/2016,01/10/2016,01/11/2016,01/12/2016,01/01/2017,01/02/2017,01/03/2017,01/04/2017,01/05/2017,01/06/2017,01/07/2017,01/08/2017,01/09/2017,01/10/2017,01/11/2017,01/12/2017,01/01/2018,01/02/2018,01/03/2018,01/04/2018,01/05/2018,01/06/2018,01/07/2018,01/08/2018,01/09/2018,01/10/2018,01/11/2018,01/12/2018,01/01/2019,01/02/2019,01/03/2019,01/04/2019,01/05/2019,01/06/2019,01/07/2019,01/08/2019,01/09/2019,01/10/2019,01/11/2019,01/12/2019,01/01/2020,01/02/2020,01/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,01/08/2020,01/09/2020,01/10/2020,01/11/2020,01/12/2020,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021
Programmable matter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,0,0,0,1415,0,0,0,1398,0,0,1521,0,0,0,0,0,1521,0,2465,2458,0,2451,2689,2717,2697,0,3384,0,0,3511,0,3670,3378,0,3378,0,0,3257,0,3233,3213,0,0,8778,8814,8811,8737,0,0,8735,9117,9088,9134,9416,0,9468,9472,11146,11262,11439,11438,11425,11448,11641,11932,11933,11978,0,12749,0,0,0,12780,12776,12857,0,12923,12921,13066,13291,13339,13595,13620,0,13629,13728,0,13814,13841,14099,0,14101,0,14263,14099,0,14095,0,14204,0,14222,0,0,14308,14310,0,0,0,14424,14681,14820,15178,15309,15917,15842,0,15873,15877,15873,17557,17488,0,16880,16962,0,17158,17157,0,0,17712,0,14738,14783,0,16875,0,0,0,0,0,16780,0,16667,0,16676,16787,16863,0,0,0,0,16798,16799,16852,16949,0,0,0,17163,16424,0,0,0,0,16428,0,0,0,0,0,0,0,0,16438,16578,0,0,0,16578,0,16576,0,0,16768,0,0,16759,16679,16697,0,16438,0,16436,16518,16551,16669,0,0,16703,0,0,16832,16930,0,16955,17739,0,0,0,17796,0,0,18868,0,0
Propellant depot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3183,0,0,0,2677,2683,4922,0,4800,5238,0,5906,7216,7838,8518,11010,0,10822,10722,10750,10522,0,15706,15691,21898,22064,0,22094,23691,28848,31578,32373,35101,35100,35625,35673,35944,36402,36391,0,0,36391,36620,40127,0,0,48493,48590,48591,0,48570,0,0,48698,0,49805,49765,50102,49972,0,0,50248,50249,0,50245,50250,50375,51089,0,0,51089,51092,51741,51909,51908,0,0,51951,52207,0,0,52209,52190,52387,0,0,52436,52322,52644,52640,52639,59196,59460,0,59668,59776,0,59946,59962,0,59966,60106,60106,0,60863,60834,61014,61866,61879,62855,0,0,62832,62938,0,62812,63333,63330,63385,63490,64275,0,63882,63873,64303,65686,64909,64831,0,64805,0,64887,64726,0,64940,0,0,0,64874,65027,0,64968,64992,0,0,0,0,65163,65160,65355,0,72215,72169
Proton Battery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2154,0,2490,2489,2489,2617,2643,0,0,2643,2743,0,6202,6160,6982,7124,7186,7444,7445,8975,9036,9196,9169,9176,9159,9240,9390,9395,9636,9837,9898,9912,10222,10060,9984,10286,10301,10330,10367,10366,10332,10528,10615,10619,16225,0,16096,16382,16159,15082,15089,15118,18906,18877,20006,21534,17652,0,17123,17156,17393,17324,17343,17428,17827,0,0,17562,18017,18162,0,18021,18081,17793,17838,17791,17808,0,17785,17787,0,0,17810,18335,0,18315,18324,0,0,19043,18985,18988,18990,0,19126,19034,19048,19032,0,19032,18440,0,18491,18807,0,0,0,0,0,18808,18809,0,19216,21837,21852,0,21862,0,0,21857,0,0,21917,0,29699,0,29735,29657,29727,0,0,30182,30181,46009,43865,0,45044,44999,45083,45344,45548,45555,0,0,45884,45904,0,46127,48362,0,0,48790,48783,0,49132,50660,0,0,50683,50683,0,50684,51013,0,51691,52360,52868,52865,52800,52804,52835,0,52389,52443,52505,55213,0,55318,55298,55311,55386,55499,55546,0,56077,54787,52945,53075,53742,0,53741,0,53790,0,53737,53738,53584,53583,0,53640,0,53780,0,54199,54199,54225
Pulse detonation engine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3147,0,0,3615,0,0,3614,3614,0,0,6062,0,0,6107,6108,6165,0,6191,6203,6204,0,0,6253,0,6255,6270,0,0,0,0,0,0,6363,6683,6676,7037,7039,7096,7215,7174,7496,7773,7916,0,7867,8057,8185,8482,0,8471,8431,8383,8356,8141,8300,8396,8824,10518,10819,10790,10964,11121,11121,11498,12151,0,12255,12253,12289,12407,12310,12427,12591,13152,13151,0,0,13005,13042,13074,0,14105,0,14953,0,13324,15069,15059,15166,14299,0,14444,15283,0,15307,14468,14554,0,0,0,0,0,14538,0,14670,0,0,0,14736,0,14757,0,0,0,15103,15115,0,14771,14454,14446,0,0,0,0,0,0,14456,0,14531,0,0,14455,0,0,14522,14523,0,14619,14733,14737,0,14848,14854,15071,0,0,0,15228,0,0,14539,14539,0,14573,14571,14574,14711,14574,14575,0,0,0,14579,0,14572,0,14855,0,0,0,14848,14898,14940,14601,0,0,14644,14743,0,0,0,0,0,0,0,0,0,14747,0,0,0,0,0,0,0,0,0,0,0,0,0,14771,14795,0,14895,0,0,0,0,14934,0,0,14936,0,0,0,0,14934,14940,15413,0,15441,0
Pure fusion weapon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2043,0,2471,2980,2996,3012,0,3258,0,3927,0,3947,6939,4442,0,0,0,0,4928,0,0,0,0,4926,5010,0,0,4929,0,0,0,0,0,5030,5036,4935,5326,5348,0,5458,0,0,5638,0,5985,6308,6307,0,0,0,0,0,0,0,6643,6663,6673,0,6689,0,0,0,0,0,0,0,0,0,6688,0,6721,0,0,0,0,0,6817,6819,0,6855,0,6857,6858,0,6856,0,6868,6854,0,5252,0,0,5255,0,0,5255,0,0,0,0,0,0,0,5286,5260,5258,0,0,5320,5334,0,0,0,5531,0,0,0,5691,0,0,0,0,0,5664,5659,0,0,0,5713,5713,5713,6043,6005,0,0,6019,0,0,7547,0,0,0,7643,7560,7567,8088,8088,0,0,0,0,0,0,0,0,0,0,0,8160,8573,0,0,0,0,8573,8541,0,0,0,0,7759,0,7781,7796,0,7797,0,8072,8223,0,0,7992,7902,0,7881,0,7838,8567,8617,0,8596,8580,8609,0
Quadcopter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,11438,0,0,11512,11506,11641,0,11665,11709,12129,12177,8658,8770,0,8739,0,0,0,8897,0,0,8894,8999,9160,9364,9392,9489,9489,0,9497,9500,0,9540,9672,10169,10319,10319,0,8786,0,0,8789,8798,0,0,8769,0,8768,9392,9289,9320,9501,9369,9425,9534,9401,9401,9402,9516,9823,9836,10734,11031,11014,11167,10900,11216,11779,10772,11201,11703,11962,12220,13157,13435,13386,13174,13114,13114,13117,13202,0,20460,20063,19393,19823,19588,21284,21997,21997,22880,22019,22450,22150,21245,20798,20393,20259,21122,21632,22173,23027,23033,23190,24898,25542,25578,27148,27140,27159,28329,28306,28564,29859,31630,31310,32045,32310,30979,31160,30952,30958,31707,32399,31755,32192,31791,31791,31944,33835,38336,43747,42103,41176,41176,43232,43200,42961,43279,43251,42094,42914,42443,42696,43122,43268,44202,43628,44855,44727,44521,45466,46408,46109,0,45558,46083,0,46242,46787,46855,47341,47228,47437,47337,47086,46628,46615,46738,50318,46672,18021,18228,18068,17980,0,17985,17985,0,18046,18046,0,0,18214,19596,0,19705,19721
Quantum algorithm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,509,0,244,0,0,0,302,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,196,237,0,0,0,0,0,0,0,0,0,30,9727,9755,10491,10552,13694,0,0,15953,17061,17065,17097,17427,17502,19227,19433,19583,24180,24191,0,24192,23655,24154,0,0,24155,24179,23627,0,0,0,0,23669,23669,23669,0,0,24093,0,0,0,0,0,23839,23840,23842,0,0,23848,0,0,24084,0,0,24045,24049,0,0,24045,0,24076,0,0,24096,24016,24034,0,24042,24114,0,26898,26960,27063,0,27515,0,0,28177,27944,27945,27968,27968,27999,0,27949,0,0,0,0,0,28003,27995,0,0,0,0,0,28372,28375,0,28502,0,0,28873,0,29363,67042,31671,31771,31820,0,31715,0,31725,32659,34225,34245,0,0,34249,34566,34791,34817,34752,0,0,34833,34747,34886,35801,35863,0,35770,0,35952,35989,36019,35999,35860,0,0,36952,35937,0,36021,37144,37378,0,37416
Quantum computing hardware,0,0,0,0,17419,17423,18632,19983,19897,0,0,19897,19873,0,0,0,20202,0,21261,0,0,21264,17326,17690,18094,17864,17891,17966,18066,18236,18560,19388,19461,19611,19713,20219,31276,24654,24941,24927,25344,25430,25894,26852,27295,27412,27537,28300,30108,30333,31297,31529,31708,32381,32718,33436,35542,33790,34454,34201,33758,34366,34729,35425,35689,36249,39620,37747,40169,40149,41376,40143,38667,37429,25658,25864,25929,26747,27806,27894,28147,29060,24549,25640,25866,28406,28511,28699,29434,30326,38234,38245,34770,34751,35291,34289,34772,38233,38384,37684,38284,40982,38567,38589,38627,41061,51306,40728,40297,40425,40324,40332,38960,38663,39205,40228,40367,43404,45053,46864,46905,46904,48208,47493,48247,48972,49471,49782,50064,50367,51334,51707,52004,52663,52841,53451,55979,56887,57140,57135,56900,56269,56571,57351,57508,57777,57868,59728,58070,58021,58130,59429,59039,59106,59395,59526,61161,61110,61159,61205,62405,61214,63250,63316,63459,63593,63880,64383,67268,67504,67557,68867,68713,68827,68751,66818,67342,67381,67900,68385,68618,71803,72340,72216,73103,75221,75300,75421,74107,74155,74282,78066,78263,79868,80578,81699,83699,86949,88750,87824,88879,89917,90629,93953,94355,96961,98155,100356,101250,101834,102621,104523,105643,102143,102522,102814,103062,103077,102932,107135,109933,110458,109857,64874,62324,61433,68058,66953,67098,68601,70250,70288,70182,71408,76130,76136,79833,80212,81420,82386,80456,80457,79307,82491,83198,83166
Quantum cryptography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14898,14620,15602,20239,20926,20959,20890,20996,21121,21098,0,21100,0,21405,21477,21554,21556,21448,21912,21924,21926,20269,20310,19539,19193,0,0,20085,20113,20277,0,19263,19299,19314,20578,20581,20215,20212,20606,21059,20583,20608,0,20590,0,0,20606,0,0,0,0,20610,20566,25417,25430,25409,0,25414,25445,25472,25471,25648,25749,26454,26455,0,26454,26423,26480,26490,26510,26510,26511,28664,28653,28572,29020,0,30931,0,30936,0,30936,31089,31163,31655,31310,31279,31954,31959,32899,32971,35596,0,35910,0,39065,39066,39128,41296,39705,39732,40119,40133,40129,40130,43658,0,43491,43689,0,0,44122,44130,44979,44627,44913,45318,46456,45861,46102,46249,62579,62515,0,63671,63763,63897,63962,63962,63896,0,63728,63732,63765
Quantum dot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613,1644,2056,0,0,0,0,0,2074,2094,0,3225,0,3332,3758,4227,7451,7497,7571,9118,9818,10529,10597,11155,11245,11268,11901,12519,14050,16712,17707,17661,17987,17636,17614,16475,16357,16326,16469,16423,16524,17123,17751,18626,17867,18081,18155,19537,19212,23622,23823,24786,24859,25720,25831,25894,27640,27762,29801,30039,31988,32199,32818,34441,32372,32311,31908,32884,0,35812,0,33298,33830,34309,35416,39097,35975,35806,38111,38273,0,38323,40951,38237,38273,38305,38605,38869,39186,40449,40488,0,40464,45836,45863,45880,45882,45912,45918,45938,46692,46712,47335,47652,47700,47685,0,47814,46988,47070,47007,46212,46958,47601,47023,47046,47110,47127,47305,51064,51037,51681,53187,54373,54153,0,54148,54609,51310,52647,54523,54379,54485,55416,57475,54846,54961,58009,61504,63382,62267,79027,80112,0,80311,83700,82092,83119,81317,81317,82354,0,80857,92579,81238,81548,81445,80909,81609,81560,81490,83251,83445,83530,83540,83870,83920,85261,0,85304,85460,85534,85676,85666,85566,87126,88253,88484,88485,88249,88324,87695,88234,88832,91403,0,91576,91786,92309,93778,93975,93948,94354,94484,94738,94838,94750,94819,95463,95692,95115,94965,94964,95382,95401,96742,96742,96918,96950,96949,97466,0,97574
Quantum dot solar cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,1104,1123,2131,2536,0,3413,0,0,3411,0,0,0,0,3703,3746,0,0,0,4877,4945,4925,0,4942,4952,5218,0,5248,5256,5271,5303,0,0,0,0,5303,0,4913,0,0,4918,4908,0,0,4936,0,4922,0,0,0,0,23117,20551,19660,19688,0,19745,19834,19997,0,0,19383,19382,19390,0,19851,19743,0,0,0,19934,20005,0,0,20787,0,20433,21688,21564,0,21559,0,21636,21698,0,0,21656,21651,0,21679,0,0,22381,0,19914,19923,0,20086,0,0,0,0,20099,0,0,0,20911,20911,0,0,20909,0,0,0,0,20198,0,20362,0,20360,20372,20421,0,20543,20547,20548,20570,0,0,0,0,21944,0,0,0,0,21945,0,21939,0,21999,0,22229,22237,22228,0,28639,28799,28639,0,0,28592,0,28576,28657,0,0,28639,0,0,29362,0,0,0,29338,0,29351,0,29362,0,29355,29362,0,0,29362,0,0,0,0,0,0,29362
Quantum illumination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4244,5003,0,0,0,0,0,0,0,0,0,0,0,0,0,5892,7150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350,0,0,7352,0,7348,0,0,0,7203,0,0,0,0,7202,0,0,8121,8151,8241,0,8221,0,0,10350,10346,10353,0,0,0,0,0,9907,0,0,0,0,0,0,0,11626,0,0,0,11977,11995,0,13103,14771,0,0,0,0,14761,14763,0,0,0,0,0,0,0,16250,16264,15707
Quantum radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1513,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,0,0,0,1356,0,0,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,0,0,0,0,0,0,0,2795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2949,0,0,3266,0,0,0,3270,0,0,0,0,0,0,0,0,0,0,0,0,3309,0,0,3313,2162,0,0,0,0,3433,0,0,0,0,3729,0,0,0,0,0,0,0,0,0,0,0,4125,0,4398,0,4148,4150,4324,0,0,4286,0,0,0,0,4287,0,0,0,4288,0,4291,4637,4663,4763,8568,8317,8318,8313,0,0,0,0,8235,0,0,0,0,0,8670,8442,0,0,0,0,0,8442,0,9226,12803,12807,12944,0,13047,0,13475,13491,0,0,13126,0,0,0,0,0,0
Radio-frequency identification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,1991,0,0,0,2219,0,2234,2963,3135,3141,2967,3090,4631,6323,6688,7689,11963,14259,14987,15777,19672,36601,23246,23675,23791,23931,26521,32334,66506,37551,38723,39625,39523,40951,43021,47748,50390,47996,48607,54612,51610,52303,45502,48308,373485,203069,55652,55795,59420,62581,66742,68229,71684,69794,74980,80605,154693,85747,86079,95288,104473,97795,101682,102059,105682,108414,102532,99878,102665,103402,106970,83844,84318,85339,88027,89435,89779,89758,90080,90637,96161,96192,104208,103521,106322,107073,108144,102844,105461,105853,106723,106825,109164,109635,112394,112189,114408,116448,120107,116847,117582,117400,117634,118436,123528,124273,125108,125086,88712,87661,87713,87413,86729,87182,87875,87866,87639,86668,86670,87038,87227,121720,88214,89960,90723,91188,92920,95594,95604,99137,99776,100554,100197,97230,96599,96545,98798,98690,98136,96598,81018,81043,81284,81562,81804,83654,144979,83693,84801,84756,86500,88204,87580,87518,87154,88144,87562,86632,86653,88689,88485,88639,89120,89168,89170,89535,89735,89847,90356,91475,91675,91676,91664,92227,92325,92239,89972,90048,87378,89184,89514,91335,92789,92367,92373,91973,92859,92651,92839,92717,93140,94723,93699,93705,94964,96328,96795,96316,96471,96320,96356,97144,95686,96006,96160,98810,98970,99059,99017,99037,99665,99877,99952,100317,100031,101427,102450,106637,107385,108087,108115,107997,102161,102842,102577,102566
Railgun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9251,0,0,9252,0,9286,9324,9965,0,10210,10216,10263,0,10672,12108,10237,10160,10991,11208,11526,11806,12994,13398,14041,12529,12593,14314,14597,16167,17499,19372,21492,13902,14203,14440,15591,15075,114148,15376,18347,18499,18765,19638,19691,11737,13401,13411,13465,14704,14281,13906,13539,13955,13568,14832,14826,15187,15186,15279,15515,15367,15841,16749,16923,18355,16327,18005,18292,19029,19371,19468,19719,19977,19930,20683,20854,20762,20907,21609,21486,21631,21663,21790,21826,22282,23020,22897,19829,19903,19873,20556,20385,21797,21675,20983,21243,24799,24824,24872,24845,25013,25017,24985,24997,24979,24903,24957,25352,27500,27968,33291,33300,33323,33342,33831,35910,35956,35482,36543,34833,34968,34893,36807,35745,36100,36143,36618,36617,36630,37223,38155,38178,42665,43766,43657,44752,44752,44767,45054,45386,51441,53447,64067,61418,63110,62626,61840,61928,62145,62144,61747,61747,61895,62677,62761,62762,62768,62824,61077,61676,64664,64685,64625,64846,64826,64823,64746,70117,70336,71486,71492,71932,72199,73555,73430,73741,74193,75306,90720,91588,91581,91545,91405,92343,94000,94043,94150,94155,94557,94579,95252,94736,94538,94487,94445,94351,95845,96818,97075,97092,96970,96953,109768,109534,108939,108982,108913,108574,108243,0,108390,108535,108126,108107,108884,109599,109945,110030,110786,111270,111265,111266,111275,111374
Ram accelarator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,0,0,0,0,0,0,0,0,2063,2069,2069,0,0,0,0,0,0,2451,2914,0,0,0,0,0,0,0,2912,0,0,0,0,2944,0,3045,0,0,3093,3093,0,3045,3071,0,0,0,0,4393,4398,4399,4723,0,0,0,4725,0,4725,0,0,4733,5318,0,5455,5316,5316,0,0,5422,0,0,0,0,0,0,0,0,5452,5452,0,5524,0,0,5424,0,5452,0,0,5485,0,5260,0,5260,0,5406,0,0,0,0,0,5418,0,0,0,0,0,0,0,0,0,5410,0,5293,0,0,0,0,0,0,5304,0,0,5215,0,5204,0,0,0,0,0,0,5199,0,0,4961,0,0,0,4948,0,0,0,0,0,0,0,0,0,0,0,0,4948,6083,0,0,0,5913,0,0,0,0,6002,0,0,0,0,0,5944,0,5944,0,0,0,0,0,0,0,0,0,5760,0,5750,0,0,0,0,6532,6534,0,0,0,0,0,0,0,6538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6642,0,0,0,0
Rapid diagnostic test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,0,0,0,1352,0,0,0,0,0,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,1342,0,0,0,0,0,1872,1856,0,2312,0,0,0,0,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2487,0,0,2491,0,2492,0,2543,2544,0,0,0,0,0,0,2553,0,0,0
Rapid transit,0,0,0,2015,2191,2194,0,0,2274,2371,0,2661,0,0,3646,3706,4494,4654,4381,0,4402,4107,0,0,4127,4173,5202,4731,4860,4812,5103,5258,5581,5576,8164,9226,12177,13012,12754,12823,13257,13619,17153,19614,20414,23328,34842,35764,38731,39186,40937,41461,42397,42958,45804,31623,33221,35238,34648,34742,34778,35117,35150,37606,35282,34374,35831,29830,1914094,30329,30479,33727,34737,30312,30156,30494,31736,31720,32443,32956,32641,31964,31662,30596,31087,31775,31611,34017,40704,33810,33748,34117,33854,34342,34927,35206,36235,36223,36400,36532,36726,36532,33888,33924,34937,34072,34457,35435,35642,35721,35922,37099,37129,37569,39490,39208,39344,39401,39946,40354,40384,42291,42846,42455,42576,43052,43814,43837,43873,44196,44816,44601,45001,47735,48832,49286,49657,49371,49627,49600,49626,47896,47839,47929,47898,50892,50454,47434,47490,47701,47868,48108,48395,48521,48892,48935,49058,50720,50784,52374,52207,52094,52092,52226,52272,52827,52559,52961,52677,53240,53463,53543,53454,50741,51026,50912,50933,51118,50954,51040,51348,51727,51744,51795,51900,52029,52237,52878,52457,52564,52567,51955,52580,52714,52935,53308,53209,53084,53200,54265,54524,54598,54705,54867,54918,54310,54456,55400,55874,56881,56994,57889,56871,57290,57550,62128,62221,62194,62097,62392,62875,62797,62581,0,63006,63878,63887,64351,64619,65328,81453,81227,81385,81116,81065,81137,81533,81040,75224,75242,76198,77783,77743,78727,81422,81481
Receptor activated solely by a synthetic ligand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,846,0,0,0,0,1205,1228,0,1226,0,0,1229,1246,0,1279,1283,1285,0,1285,0,0,0,0,0,1316,0,0,0,0,0,1308,1306,0,0,0,0,31096,0,0,0,0,0,0,0,0,0,0,0,1941,0,0,0,0,0,0,0,0,0,0,1856,0,0,0,0,0,0,2308,0,0,0,0,0,0,0,0,0,2770,0,3705,0,0,3722,0,0,0,0,0,0,0,0,3703,0,0,0,4259,4227,0,0,4128,4131,0,0,4141,0,0,0,0,0,0,0,0,4830,0,0,0,0,0,4646,0,0,0,0,0,0,0,0,4658,0,0,0,4756,0,4768,0,5082,0,0,5027,5039,0,0,0,0,0,0,0,0,0,5305,0,7408,17205,15397,0,15324,0,0,0,15336,0,0,15168,0,0,0,0,0,15184,0,0,0,0,0,0,0,0,15276,0,0,16799,0,0,16786,0,16890,16913,0
