tech,01/04/2001,01/07/2001,01/08/2001,01/09/2001,01/10/2001,01/11/2001,01/12/2001,01/01/2002,01/02/2002,01/03/2002,01/04/2002,01/05/2002,01/06/2002,01/07/2002,01/08/2002,01/09/2002,01/10/2002,01/11/2002,01/12/2002,01/01/2003,01/02/2003,01/03/2003,01/04/2003,01/05/2003,01/06/2003,01/07/2003,01/08/2003,01/09/2003,01/10/2003,01/11/2003,01/12/2003,01/01/2004,01/02/2004,01/03/2004,01/04/2004,01/05/2004,01/06/2004,01/07/2004,01/08/2004,01/09/2004,01/10/2004,01/11/2004,01/12/2004,01/01/2005,01/02/2005,01/03/2005,01/04/2005,01/05/2005,01/06/2005,01/07/2005,01/08/2005,01/09/2005,01/10/2005,01/11/2005,01/12/2005,01/01/2006,01/02/2006,01/03/2006,01/04/2006,01/05/2006,01/06/2006,01/07/2006,01/08/2006,01/09/2006,01/10/2006,01/11/2006,01/12/2006,01/01/2007,01/02/2007,01/03/2007,01/04/2007,01/05/2007,01/06/2007,01/07/2007,01/08/2007,01/09/2007,01/10/2007,01/11/2007,01/12/2007,01/01/2008,01/02/2008,01/03/2008,01/04/2008,01/05/2008,01/06/2008,01/07/2008,01/08/2008,01/09/2008,01/10/2008,01/11/2008,01/12/2008,01/01/2009,01/02/2009,01/03/2009,01/04/2009,01/05/2009,01/06/2009,01/07/2009,01/08/2009,01/09/2009,01/10/2009,01/11/2009,01/12/2009,01/01/2010,01/02/2010,01/03/2010,01/04/2010,01/05/2010,01/06/2010,01/07/2010,01/08/2010,01/09/2010,01/10/2010,01/11/2010,01/12/2010,01/01/2011,01/02/2011,01/03/2011,01/04/2011,01/05/2011,01/06/2011,01/07/2011,01/08/2011,01/09/2011,01/10/2011,01/11/2011,01/12/2011,01/01/2012,01/02/2012,01/03/2012,01/04/2012,01/05/2012,01/06/2012,01/07/2012,01/08/2012,01/09/2012,01/10/2012,01/11/2012,01/12/2012,01/01/2013,01/02/2013,01/03/2013,01/04/2013,01/05/2013,01/06/2013,01/07/2013,01/08/2013,01/09/2013,01/10/2013,01/11/2013,01/12/2013,01/01/2014,01/02/2014,01/03/2014,01/04/2014,01/05/2014,01/06/2014,01/07/2014,01/08/2014,01/09/2014,01/10/2014,01/11/2014,01/12/2014,01/01/2015,01/02/2015,01/03/2015,01/04/2015,01/05/2015,01/06/2015,01/07/2015,01/08/2015,01/09/2015,01/10/2015,01/11/2015,01/12/2015,01/01/2016,01/02/2016,01/03/2016,01/04/2016,01/05/2016,01/06/2016,01/07/2016,01/08/2016,01/09/2016,01/10/2016,01/11/2016,01/12/2016,01/01/2017,01/02/2017,01/03/2017,01/04/2017,01/05/2017,01/06/2017,01/07/2017,01/08/2017,01/09/2017,01/10/2017,01/11/2017,01/12/2017,01/01/2018,01/02/2018,01/03/2018,01/04/2018,01/05/2018,01/06/2018,01/07/2018,01/08/2018,01/09/2018,01/10/2018,01/11/2018,01/12/2018,01/01/2019,01/02/2019,01/03/2019,01/04/2019,01/05/2019,01/06/2019,01/07/2019,01/08/2019,01/09/2019,01/10/2019,01/11/2019,01/12/2019,01/01/2020,01/02/2020,01/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,01/08/2020,01/09/2020,01/10/2020,01/11/2020,01/12/2020,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021
laser diode headlights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,3,1,1,1,0,2,1,3,4,6,2,2,2,2,9,2,7,11,9,2,7,4,4,4,11,10,14,8,19,13,5,4,3,3,4,20,0,2,8,12,6,10,3,5,7,6,2,3,15,3,5,7,13,10,4,3,2,5,6,4,5,7,3,3,9,7,9,3,0,6,7,2,13,5,14,2,3,4,3,4,23,6,2,3,2,8,5,2,0,2,4,7,1,12,2,1,4,4,4,2,1,2,6,4,15,3,8,2,7,2,2,0,0,0,2,13,14,7,6,6,0,2,12,3,11,3,1,2,3,7,13,9,1,0,3,3,0,0,8,4,3,3,5,4,1,0,1,4,1,5,1,1,0,2,2,4,3,1,4,0,1,6,6,0,2,0,3,0,1,4,0,2,1,5,0,5,17,3,0,0,2,2,3,2,5,3,0,0,2,3,3,2,2,1,3,2,5,1,4,5,0,2,0,0,1,0,0,1,2,0
Laser video display,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Laser weapon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,2,1,5,47,0,10,1,11,1,3,1,2,1,2,6,4,0,3,7,2,5,8,2,0,0,0
Launch loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,60,8,7,16,4,10,21,20,7,11,4,6,7,9,2,8,0,3,1,11,0,8,5,4,22,9,2,2,3,6,4,0,2,2,6,0,0,0,9,0,1,8,1,3,8,3,1,3,0,0,0,0,0,0,0,9,1,0,0,2,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,2,1,2,6,4,3,0,2,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,2,2,1,1,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,5,1,0,0,4,1,0,0,0,0,0,0,0,0
Lead-cooled fast reactor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,3,5,0,0,0,6,8,9,0,0,1,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,3,0,1,1,1,0,0,2,2,1,0,0,0,1,1,10,3,3,2,2,0,1,1,1,1,0,0,3,2,1,1,1,2,5,1,0,2,0,1,0,2,5,2,3,0,5,0,3,6,1,0,0,4,3,1,0,0,4,4,0,0,0,1,0,0,0,0,3,0,0,5,0,1,0,1,3,2,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,5,0,0,4,2,1,0,0,0,0,1,0,4,0,0,2,0,0,0,0,3,1,0,1,1,0,1,0,3,0,0,0,3,0,3,1,0,0,0,1,1,0,1,0,1,0,3,0
Learning Management System,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,8,5,10,5,10,7,10,2,6,3,8,17,11,6,13,11,43,36,28,51,45,42,73,94,33,11,15,14,32,23,27,21,20,22,20,34,12,29,37,16,45,56,17,17,42,27,71,53,19,35,32,19,31,26,21,17,39,16,6,6,0,13,2,1,14,10,3,7,9,4,4,2,3,1,4,8,6,11,0,17,3,6,36,15,1,4,1,3,7,29,11,31,4,8,8,1,8,7,12,11,11,10,9,5,4,9,1,0,11,4,8,4,4,23,32,17,0,3,1,6,5,2,2,1,1,8,15,6,9,4,4,5,16,7,4,1,3,17,9,3,4,1,34,7,1,7,3,1,6,3,7,12,14,0,0,5,5,11,10,9,6,2,7,15,9,5,5,10,8,3,4,18,8,5,2,5,3,9,4,5,13,2,7,0,6,10,6,3,5,26,14,13,14,16,2
Li-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,2,4,0,0,0,3,0,1,0,1,7,3,1,1,1,1,4,4,27,8,82,22,23,7,9,3,16,4,5,1,2,4,1,15,6,2,2,6,7,4,2,5,4,40,46,22,19,19,5,13,6,3,13,8,3,25,2,9,6,14,10,10,3,12,8,8,5,12,6,20,12,22,17,6,11,2,11,17,4,3,1,11,14,0,3,0,10,5,2,6,9,2,10,6,9,7,3,8,5,3,5,3,0,0,2,9,3,9,5,3,3,5,0,0,2,0
Lidar,0,0,0,0,0,0,0,0,4,0,0,0,0,1,11,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,10,1,0,2,1,6,2,3,0,5,0,1,10,1,0,1,0,1,3,3,4,3,7,1,7,5,5,19,9,7,6,11,6,16,15,14,5,12,4,7,11,9,13,2,10,11,4,8,4,0,2,12,1,10,4,11,4,3,12,9,2,12,5,3,5,5,5,2,7,10,6,5,2,8,6,7,9,8,4,5,6,5,9,1,5,13,16,7,3,2,8,6,11,7,3,13,8,9,5,5,6,10,2,5,3,6,4,5,8,5,5,10,5,30,14,5,5,11,9,15,8,10,11,6,5,13,2,4,2,7,4,9,10,9,9,16,6,13,5,1,3,10,2,2,9,20,16,1,9,8,7,14,5,8,5,26,16,9,3,20,28,4,4,8,4,8,10,4,3,16,24,11,11,5,12,5,7,13,5,10,8,40,8,26,16,4,7,9,6,10,4,3,6,2,8,7,13,9,9,6,7,6,14,6,8,6,9,4,3,15,6,14,11,7,11,0
Life-cycle assessment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,3,0,0,0,2,1,12,1,2,6,4,9,4,0,31,9,3,14,6,4,13,7,10,8,9,22,14,7,12,22,6,3,11,4,7,4,45,1,12,1,7,18,23,1,3,8,5,11,8,12,3,3,6,11,2,3,3,16,99,6,8,16,8,18,10,5,1,3,2,3,16,30,5,10,12,11,4,4,5,1,2,2,21,8,5,3,6,5,3,13,4,1,2,0,0,1,0,11,4,2,2,5,4,4,0,0,1,2,2,2,2,2,2,5,3,0,3,0,5,0,4,3,6,10,7,8,4,0,7,21,4,9,2,3,4,6,2,5,2,6,0,2,3,5,6,5,1,4,0,1,5,0,1,2,2,2,3,5,4,2,4,3,1,4,1,3,3,3,27,6,8,1,8,3,3,2,4,0,3,3,22,1,2,2,7,7,1,4,14,20,2,0
Liquid Crystal Elastomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Liquid fluoride thorium reactor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,62,38,43,12,38,131,279,78,18,26,42,41,14,18,17,20,18,3,8,20,21,16,6,3,4,22,9,8,12,6,7,1,7,41,2,8,1,3,4,6,7,10,3,6,2,5,7,14,6,7,3,11,10,2,2,3,0,5,1,3,16,6,0,0,4,2,2,2,4,6,1,4,5,2,0,1,0,3,1,0,1,0,0,1,1,0,1,4,3,1,11,7,2,0,3,3,2,1,0,1,5,4,0,3,0,0,2,2,1,3,0,0,0,0,1,1,0,3,2,2,0
Digital forensics tools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,17,5,1,5,4,0,0,3,1,6,3,3,0,0,5,4,6,11,2,0,3,5,2,0,8,5,7,2,4,5,7,0,5,5,2,3,50,0,5,2,5,11,7,4,3,5,7,7,7,24,5,7,14,10,3,6,4,9,7,7,0,8,2,0,2,2,5,0,0,2,3,1,2,5,1,15,2,0,0,0,1,3,2,1,3,7,3,0,0,5,0,2,2,1,3,5,1,2,2,1,7,2,2,0,5,2,0,1,8,2,0,6,1,2,1,2,4,4,0,3,0,1,1,1,2,2,0,6,7,0,1
Megatall skyscrapers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,11,0,0,0,0,0,0,1,0,0,0,1,0,3,1,5,0,0,0,1,2,0,2,1,0,1,0,0,0,0,0,1,4,0,0,2,3,0,0,4,2,1,1,1,2,2
Lithium-sulfur battery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,12,4,1,1,2,1,6,7,0,0,11,4,0,0,2,4,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,2,0,3,0,2,2,0,2,0,3,0,1,3,1,0,1,1,1,2,0,2,8,0,29,2,0,0,1,0,13,3,5,1,0,0,1,3,0,0,1,3,1,3,3,1,4,1,0,5,2,5,7,1,4,5,1,1,1,2,0,1,35,1,4,0,1,2,5,1,3,3,0,5,0,2,1,3,0,2,0,0,4,1,0,0,1,0,1,1,0,0,1,0,0,0,0,10,3,2,3,1,3,21,0,1,3,4,6,4,2,0,0,0,3,0,0,1,7,0,8,1,0,7,4,0
Lithium ion battery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,7,1,0,1,2,0,0,0,7,1,3,0,1,1,2,1,4,7,5,15,15,16,9,7,14,15,16,29,19,17,19,26,31,52,29,39,24,36,39,53,25,28,51,31,19,28,45,17,20,82,25,19,32,37,42,28,35,35,13,51,48,60,25,40,40,22,64,14,32,45,56,32,41,32,42,20,51,34,45,27,24,24,20,17,13,38,17,41,17,5,7,15,26,13,7,16,23,15,20,6,17,16,12,29,20,15,8,2,31,25,40,26,28,26,26,72,12,10,17,18,23,44,63,41,35,33,10,32,39,16,2,12,5,14,23,6,17,19,8,16,17,22,18,10,13,18,16,27,21,16,37,36,6,10,20,16,22,13,32,20,73,24,14,5,15,13,22,21,2,22,19,25,7,15,21,14,17,26,14,13,15,26,17,10,13,41,90,15,14,13,40,44,15,27,10,8,14,23,19,20,12,7,10,33,14,4,14,16,3,11,5,15,4,11,61,28,4
Lithium iron phosphate battery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,9,2,5,0,2,0,10,20,12,7,23,7,8,11,3,10,31,14,13,6,27,10,9,12,14,16,11,5,10,4,2,12,23,11,5,2,9,13,5,3,3,7,9,3,14,1,5,8,6,0,3,1,7,0,4,3,5,1,4,3,7,4,3,4,4,0,2,2,5,5,3,2,7,3,3,3,5,1,1,3,6,0,4,1,30,3,6,6,1,0,4,2,3,5,1,1,7,0,1,2,1,1,0,7,2,7,13,3,6,0,4,1,0,3,2,5,0,4,1,2,3,1,0,3,2,1,5,2,1,9,0,2,5,3,3,2,5,4,7,1,0,4,7,2,7,2,1,6,17,9,5,9,1,3,2,2,1,0,3,8,2,9,2,2,8,9,1,2,6,3,15,7,6,4,9,0
Lithium-air battery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,4,5,5,1,5,4,0,2,0,0,1,1,2,2,0,4,2,2,2,0,9,3,1,5,15,6,2,8,3,1,1,2,4,6,2,1,1,6,0,2,7,3,2,23,7,11,1,1,0,5,1,6,2,0,0,7,3,0,1,1,0,4,0,4,4,6,0,1,4,1,3,1,6,12,5,16,3,4,17,2,0,15,0,12,1,4,4,7,3,3,3,3,3,1,1,2,14,2,14,8,0,3,1,0,0,3,1,20,3,1,11,3,1,1,0,0,3,0,8,0,0,6,0,6,6,2,2,1,0,0,0,0,0,1,1,3,2,0,1,0,0,0,0,0,1
Mobile learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,10,1,5,1,1,3,7,3,11,3,4,10,49,3,2,9,4,11,2,11,6,8,7,76,13,21,4,3,6,23,24,22,17,12,8,9,7,14,14,2,15,12,3,14,1,4,15,9,10,54,33,14,8,38,10,6,4,16,13,4,30,8,12,4,3,10,2,7,5,1,1,4,2,7,1,1,0,0,12,0,4,0,2,0,3,2,2,3,4,11,4,3,5,3,5,29,2,2,0,4,0,0,2,6,3,28,7,8,7,1,22,13,4,14,2,0,1,7,0,2,3,4,2,0,1,2,8,17,5,4,12,1,0,0,0,4,2,0,1,3,0,0,2,1,3,0,4,0,2,4,0,0,1,1,0,2,13,2,0,5,1,0,5,3,3,2,0,8,0,3,1,1,2,1,0,3,1,8,2,2,0,1,1,7,0,1,0,1,3,5,0,2,1,0,2,5,0,0,0
MAHEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
MGM-166 LOSAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,7,1,1,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine translation,0,0,0,1,0,1,0,6,1,0,0,2,1,0,0,1,1,0,0,2,1,2,1,3,2,0,4,8,2,2,2,1,2,1,6,55,2,3,8,0,9,4,1,6,2,18,7,7,4,11,10,10,23,23,7,29,27,31,35,29,38,4,15,26,20,12,21,30,12,9,27,13,7,5,8,10,11,2,8,16,4,1,10,12,4,7,7,13,5,11,9,4,4,10,9,11,7,14,11,13,4,4,7,14,5,5,8,5,2,6,5,1,13,3,7,13,9,7,8,6,10,4,2,4,8,8,6,10,1,2,1,26,19,12,22,3,5,18,8,5,2,6,3,3,4,4,2,10,6,21,7,3,4,7,11,21,3,6,3,8,9,3,3,8,6,4,3,9,2,1,0,3,6,3,2,0,8,4,1,9,0,4,2,2,1,1,10,0,4,7,7,3,4,8,0,8,2,5,7,10,1,8,0,5,2,3,9,3,5,7,8,0,4,2,3,2,1,4,3,2,3,3,8,3,2,2,8,5,2,7,27,2,6,2,5,2,0,1,4,9,3,2,0,1,5,0
Machine vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,1,4,0,0,4,4,4,2,7,3,0,6,9,8,4,9,4,1,4,6,4,7,8,4,14,10,12,12,28,10,13,3,1,2,5,2,4,1,7,6,19,2,1,9,1,2,4,1,2,4,4,0,0,7,5,4,5,8,4,4,11,7,6,0,6,1,1,3,8,10,0,47,42,3,3,2,0,0,4,99,4,3,7,3,26,10,1,0,4,0,38,21,1,9,7,0,12,13,1,1,21,7,2,2,0,0,0,31,1,0,22,2,2,16,0,0,2,4,6,9,0,0,3,0,5,0,5,3,3,1,5,3,0,1,0,1,0,2,0,3,0,0,2,2,1,6,1,60,26,5,0,5,0,9,1,9,3,0,17,2,1,0,1,1,8,1,14,2,0,2,2,0,1,3,0,3,2,3,2,1,43,0,3,3,2,2,3,0,0,0,1,2,0,1,0,2,0,0,2,0,0,1,0,0,0
Maglev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,6,9,6,3,11,7,2,23,17,14,28,24,20,76,60,31,71,44,81,19,36,28,102,43,89,54,135,84,123,201,75,55,51,61,92,103,67,70,49,45,75,82,70,53,34,46,77,51,57,60,78,99,47,34,35,49,31,17,97,39,72,39,38,42,45,28,27,22,14,14,28,21,36,60,27,28,37,24,21,32,14,60,31,39,18,16,33,11,21,13,33,11,15,15,15,50,25,20,23,20,19,26,14,13,14,17,8,10,33,15,23,18,31,24,23,12,12,2,20,19,21,39,49,27,21,45,27,14,8,9,5,24,20,11,20,41,11,14,27,25,16,5,6,7,9,21,32,24,37,18,8,8,14,190,11,14,34,26,14,11,6,7,27,11,6,18,9,32,5,19,13,11,18,13,4,16,9,14,12,34,16,10,8,11,3,20,18,15,20,8,13,14,23,8,10,9,6,16,1,19,30,6,7,4,1
Magnesium battery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,1,31,5,0,4,0,1,1,2,3,4,2,3,0,2,1,2,0,17,0,0,1,2,0,4,0,0,1,1,18,0,0,0,2,0,1,6,0,1,0,9,0,0,3,10,1,5,0,1,0,2,1,3,3,0,1,1,1,3,0,0,0,0,0,3,0,0,0,3,0,0
