"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Heavy-ion irradiation study in SiNT FET inverter chain using 3D-TCAD simulation","G. Durga; R. Srinivasan","ECE department, Sri Sivasubramaniya Nadar College of Engineering, Chennai, India; IT department, Sri Sivasubramaniya Nadar College of Engineering, Chennai, India","2020 5th IEEE International Conference on Emerging Electronics (ICEE)","23 May 2022","2020","","","1","6","In this work, the pulse width response due to the heavy ion irradiation in Silicon Nanotube FET (SiNT FET) inverter chains is investigated using 3D TCAD numerical simulations. Mixed mode device simulations are used to carry out the work. We consider both junction based SiNT inverter chain and junctionless SiNT inverter chain for single event transient (SET) study. The radiation strike generates a pulse and this pulse propagates through the chain. The voltage transient width due to this pulse propagation is observed at various nodes of the chain. Two types of inverter chains are studied, (i) cascaded type and (ii) parallel type. Simulation results show that the voltage transient width of parallel type chain increases with the number of inverters because of the increasing node capacitance and the junctionless SiNT inverter chains has more transient width than junction-device based SiNT inverter chains due to the heavily doped channel.","","978-1-7281-8660-3","10.1109/ICEE50728.2020.9777037","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9777037","Inverter chain;JLSiNT Pulse width;SiNT;Radiation;SET;TCAD","Radiation effects;Solid modeling;Single event transients;Three-dimensional displays;Simulation;Field effect transistors;Voltage","elemental semiconductors;field effect transistors;ion beam effects;numerical analysis;radiation hardening (electronics);semiconductor device models;silicon;technology CAD (electronics)","single event transient study;voltage transient width;pulse propagation;parallel type chain increases;junctionless SiNT inverter chain;junction-device based SiNT inverter chains;ion irradiation study;SiNT FET inverter chain;3D-TCAD simulation;heavy ion irradiation;Silicon Nanotube FET inverter chains;3D TCAD numerical simulations;mixed mode device simulations","","","","25","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
"An Experimental Study of the Acoustic Field of a Single-Cell Piezoelectric Micromachined Ultrasound Transducer (PMUT)","B. Nayak; H. Gupta; K. Roy; A. Ashok; V. Shastri; R. Pratap","Centre for Nano Science and Engineering, Indian Institute of Science, Bangalore, India; Centre for Nano Science and Engineering, Indian Institute of Science, Bangalore, India; Centre for Nano Science and Engineering, Indian Institute of Science, Bangalore, India; Centre for Nano Science and Engineering, Indian Institute of Science, Bangalore, India; Centre for Nano Science and Engineering, Indian Institute of Science, Bangalore, India; Centre for Nano Science and Engineering, Indian Institute of Science, Bangalore, India","2020 5th IEEE International Conference on Emerging Electronics (ICEE)","23 May 2022","2020","","","1","4","Piezoelectric micromachined ultrasound transducers (PMUTs) have gained popularity in the past decade as acoustic transmitters and receivers. As these devices usually operate at resonance, they can deliver large output sound pressures with very low power consumption. This paper explores the influence of the transmitter's packaging on the radiated acoustic field in air. We run simplified axisymmetric numerical models to observe the change in the acoustic field and directivity with respect to the device's package dimensions. The simulations demonstrate a notable change in the directivity of transmitter based on the size of the baffle. Experimental measurements are carried out to validate the simulations, which can prove useful in designing packages for transmitters to meet application specific requirements.","","978-1-7281-8660-3","10.1109/ICEE50728.2020.9777041","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9777041","PMUT;directivity;acoustic field;air-coupled;ultrasound;diffraction","Ultrasonic imaging;Transducers;Power demand;Transmitters;Ultrasonic variables measurement;Atmospheric modeling;Receivers","acoustic field;micromachining;piezoelectric transducers;ultrasonic transducers","single-cell piezoelectric micromachined ultrasound transducer;PMUT;acoustic transmitters;output sound pressures;power consumption;radiated acoustic field;axisymmetric numerical models;transmitter packaging;device package dimensions","","1","","16","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
"Effect of Actuation electrode design on RF Performance of RF MEMS shunt switch","N. Narang; P. k. Shrivastava; A. Basu; P. Singh","Centre for applied Research in Electronics (CARE), IIT, Delhi, India; Centre for applied Research in Electronics (CARE), IIT, Delhi, India; Centre for applied Research in Electronics (CARE), IIT, Delhi, India; Centre for applied Research in Electronics (CARE), IIT, Delhi, India","2020 5th IEEE International Conference on Emerging Electronics (ICEE)","23 May 2022","2020","","","1","4","Reconfigurability in RF and microwave circuits can be achieved using RF switches. MEMS switches in RF provide high isolation, better return loss while consuming negligible power. These switches can control the flow of RF signals in the transmission line. The actuation electrode regulates the movement of a MEMS switch. Therefore, it becomes an important task to configure the actuation electrode to have a low impact on the RF signal. In this article, we have designed a unique configuration of actuation electrode biasing to achieve low loss and high RF performance. This designed configuration provides high performance and reduces the size of the structure due to change in the inductance and capacitance of the transmission line by the defect grounded structures (DGS). Insertion loss is 0.1419 dB, and the Return loss is 27.20 dB at 20GHz. Simulation is done in HFSS (Ansys). RF performance on the various substrate has also been observed to authenticate the design.","","978-1-7281-8660-3","10.1109/ICEE50728.2020.9776699","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9776699","","Radio frequency;Electrodes;Inductance;Power transmission lines;Microswitches;RF signals;Microwave circuits","defected ground structures;microactuators;micromechanical devices;microswitches;microwave circuits;microwave switches","return loss;RF MEMS shunt switch;microwave circuits;RF switches;MEMS switches;RF signal;transmission line;unique configuration;actuation electrode biasing;high RF performance;designed configuration;insertion loss;actuation electrode design;defect grounded structures;HFSS Ansys;frequency 20.0 GHz;loss 0.1419 dB;loss 27.2 dB","","","","6","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
"Ti3C2Tx MXene with tunable properties","A. Ashok; M. K. Jayaraj; A. A. Sukumaran","Department of Physics, Nanomaterials for Emerging Solid state Technology (NEST) research laboratory, Cochin University of Science and Technology, Kochi, Kerala, India; University of Calicut, Kerala, India; Department of Physics, Nanomaterials for Emerging Solid state Technology (NEST) research laboratory, Cochin University of Science and Technology, Center of excellence in Advanced Materials, Cochin University of Science and Technology, Kochi, Kerala, India","2020 5th IEEE International Conference on Emerging Electronics (ICEE)","23 May 2022","2020","","","1","4","The synthesis of Ti3C2Tx MXene by two different routes of etching, viz; using HF and in situ HF producing method using LiF and HCl have been investigated in this work. The sample prepared by in situ HF etching method modified with ammonia solution had an improved layered morphology and could be easily delaminated via sonication. The study reveals that the functionality and the properties of Ti3C2Tx MXene can be tuned by varying the etchant concentration and the intercalants used.","","978-1-7281-8660-3","10.1109/ICEE50728.2020.9776882","KSCSTE; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9776882","MXene;Ti3C2Tx;etching;intercalants","Nanoparticles;Ammonia;Morphology;Surface morphology;Hafnium;Supercapacitors;Nonhomogeneous media","delamination;etching;organic compounds;surface morphology;titanium compounds","ammonia solution;layered morphology;in situ HF etching;in situ HF producing method;delamination;sonication;etchant concentration;intercalants","","","","19","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
"Development of Low-Cost Silicon BJT Technology and Modeling","S. Pande; S. Balanethiram; A. K. Singh; M. Gupta; B. Umapathi; H. S. Jatana; N. Mohapatra; A. Chakravorty","Department of Electrical Engineering, Indian Institute of Technology Madras; Dept. of ECE, Indian Institute of Information Technology, Tiruchirappalli; Department of Space, Government of Inida, Semi-Conductor Laboratory, Chandigarh; Department of Space, Government of Inida, Semi-Conductor Laboratory, Chandigarh; Department of Space, Government of Inida, Semi-Conductor Laboratory, Chandigarh; Department of Space, Government of Inida, Semi-Conductor Laboratory, Chandigarh; Department of Electrical Engineering, Indian Institute of Technology Gandhinagar; Department of Electrical Engineering, Indian Institute of Technology Madras","2020 5th IEEE International Conference on Emerging Electronics (ICEE)","23 May 2022","2020","","","1","4","BiCMOS technology enables VLSI circuits with high current driving capability and optimized speed-power-density performance when compared to standalone bipolar or CMOS technologies. In this work, we present the device design, process development and optimization of diffusion poly-emitter bipolar junction transistor (BJT), for the first time in India, for analog and RF applications. The baseline 180 nm CMOS process of Semi-Conductor Lab at Chandigarh (India) is used to develop the BiCMOS process. All the TCAD simulations are calibrated with the measured data of baseline BJT from 180 nm CMOS process. Calibrated simulations of our proposed poly-emitter BJT show current gain > 140 and current driving capacity > 10 mA. The breakdown voltage of the transistor is above 5 V ($\text{BV}_{CEO}$) with cut-off frequency ($f_{T}$) and maximum oscillation frequency ($f_{max}$) more than 17 GHz and 40 GHz, respectively.","","978-1-7281-8660-3","10.1109/ICEE50728.2020.9776806","ISRO(grant numbers:ELE/17-18/176/ISRO/ANJA); DST(grant numbers:EMR/2016/004726); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9776806","Calibration;TCAD simulation;BJT;process simulation;current gain;breakdown voltage;cut-off frequency","Semiconductor device modeling;Radio frequency;Performance evaluation;Cutoff frequency;CMOS process;BiCMOS integrated circuits;Silicon","BiCMOS integrated circuits;bipolar transistors;semiconductor device breakdown;semiconductor device models;technology CAD (electronics);VLSI","low-cost silicon BJT Technology;BiCMOS technology;VLSI circuits;high current driving capability;optimized speed-power-density performance;bipolar CMOS technologies;device design;process development;diffusion poly-emitter bipolar junction transistor;India;baseline CMOS process;SemiConductor Lab;BiCMOS process;TCAD simulations;baseline BJT;calibrated simulations;poly-emitter BJT;current driving capacity;current gain;analog applications;RF applications;Chandigarh;breakdown voltage;size 180.0 nm","","","","15","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
"Modeling and Experimental Evidence of the Effect of Concentration Gradients on the Surface Processes during CVD Growth of MoS2","A. Rao; K. Kumar; S. Raghavan","Centre for Nano Science and Engineering, Indian Institute of Science, Bangalore, India; Centre for Nano Science and Engineering, Indian Institute of Science, Bangalore, India; Centre for Nano Science and Engineering, Indian Institute of Science, Bangalore, India","2020 5th IEEE International Conference on Emerging Electronics (ICEE)","23 May 2022","2020","","","1","4","The effect of concentration gradients on the surface processes during the chemical vapor deposition of 2D materials such as MoSe2 is discussed in this paper. The simulation involves correlating the impact of changes in reactor conditions such as pressure, temperature, and flow rates of carrier gases on the concentration gradients across the boundary layer to the growth surface which determines the control on growth and thus the crystal quality. The observations from the simulations point towards vapor phase reactions dominating at the inlet of the reactor due to a sudden rise in temperatures leading to constant gradients across the reactor. The effect of pressure is significant in reducing the concentration depletion across the reactor chamber, which helps control the partial pressures of precursors over the growth surface. The simulations predict constant gradients to result in similar nucleation densities and growth rates across the length of the reactor irrespective of position. We observe similar findings experimentally, which correlate to the simulations. This result highlights the importance of physicochemical modeling to enable the predictive growth of 2D materials across large areas for device applications.","","978-1-7281-8660-3","10.1109/ICEE50728.2020.9776702","MHRD; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9776702","Modelling and Simulation;Chemical Vapor Deposition;Molybdenum Disulphide","Grain size;Gases;Simulation;Conferences;Predictive models;Temperature control;Sulfur","chemical vapour deposition;molybdenum compounds;nucleation;semiconductor growth;semiconductor materials;surface structure","MoSe2;concentration gradients;growth surface;vapor phase reactions;constant gradients;reactor chamber;surface structure;chemical vapor deposition;2D materials;nucleation densities;physicochemical modeling;crystal quality;carrier gas flow rates;boundary layer","","","","10","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
"Device SHEs in the Presence of Non-equilibrium Channel Heat Transport in SOI and SOD FinFETs with Technology Scaling","S. Venkateswarlu; K. Nayak","Department of Electrical Engineering, Indian Institute of Technology, Hyderabad, Telangana, India; Department of Electrical Engineering, Indian Institute of Technology, Hyderabad, Telangana, India","2020 5th IEEE International Conference on Emerging Electronics (ICEE)","23 May 2022","2020","","","1","4","With scaling FinFETs in advanced logic technologies, fin thickness, source/drain (S/D) regions doping and lattice hot-spot temperature predominantly affect the fin channel thermal conductivity due to enhanced phonon boundary scattering and phonon-dopant impurity (mass and size) fluctuations and leads to more device SHE. In this paper, we investigated these effects on silicon-on-insulator (SOI) fin field effect transistor (FinFET) electro-thermal performance by TCAD analysis considering Boltzmann transport equation (BTE) for phonons with relaxation time approximation. Results showed that the channel kth is reduced for $\mathrm{W}_{\text{Fin}} < 50\ \text{nm}$, doping $\mathrm{N} > 1\times 10^{19}\ \text{cm}-3$ and it is further degraded due to increasing local hot-spot temperature. However, Silicon-on-diamond (SOD) technology improves the device ET performance due to increase in heat energy flux through diamond (higher kth) BOX layer towards the substrate. Impact of within-chip ambient temperature $(\mathrm{T}_{\mathrm{A}})$ on device logic performance reveals that the SOD FinFET exhibits lower hot-spot temperature compared to conventional SOI FinFET. It is also revealed that with SOD technology, FinFETs can be aggressively scale down to sub-10nm node with better lattice heat mitigation, which improves the FinFET logic performance.","","978-1-7281-8660-3","10.1109/ICEE50728.2020.9777080","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9777080","SOI;SOD;FinFET;self-heating effect (SHE);thermal conductivity;ambient temperature;logic performance","Performance evaluation;Heating systems;Lattices;Channel estimation;Silicon-on-insulator;Phonons;Doping","Boltzmann equation;diamond;elemental semiconductors;MOSFET;silicon-on-insulator;technology CAD (electronics);thermal conductivity","conventional SOI FinFET;SOD technology;lattice heat mitigation;FinFET logic performance;nonequilibrium channel heat transport;technology scaling;advanced logic technologies;fin channel thermal conductivity;silicon-on-insulator fin field effect transistor;Boltzmann transport equation;relaxation time approximation;local hot-spot temperature;silicon-on-diamond technology;device ET performance;heat energy flux;diamond BOX layer;within-chip ambient temperature;device logic performance;device SHE;SOD FinFET;electro-thermal performance;fin thickness;source-drain regions doping;enhanced phonon boundary scattering;phonon-dopant impurity;Si-C","","","","17","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
"Effect of Substrate Temperature on Resistive Switching Characteristics of HfOx based Flexible ReRAM Devices","A. D. Paul; S. Biswas; P. Tiwary; R. Mahapatra","Department of Electronics and Communication Engineering, National Institute of Technology Durgapur, Durgapur, India; Department of Electronics and Communication Engineering, National Institute of Technology Durgapur, Durgapur, India; Department of Electronics and Communication Engineering, National Institute of Technology Durgapur, Durgapur, India; Department of Electronics and Communication Engineering, National Institute of Technology Durgapur, Durgapur, India","2020 5th IEEE International Conference on Emerging Electronics (ICEE)","23 May 2022","2020","","","1","4","The HfOx based resistive memory devices have been fabricated on Indium tin oxide (ITO) coated Polyethylene terephthalate (PET) flexible substrate at room temperature. X-ray photoelectron spectroscopy (XPS) has been used to confirm the chemical composition of $HfO_{x}$. All the devices show forming free bipolar resistive switching behavior with high resistance state (HRS) and low resistance state (LRS). The switching characteristics with substrate temperature variation have been studied. There is an adequate memory ratio (∼10) till ∼104s at elevated temperature (100°C). The details of the conduction mechanism in elevated temperature have been discussed, which clearly suggests the space charge limited conduction (SCLC) in HRS and LRS follow the Ohmic (hopping) behavior. The mechanical bending test shows faithful degradation of memory window of the device ranging from 20 to 5 mm bending radii.","","978-1-7281-8660-3","10.1109/ICEE50728.2020.9776812","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9776812","HfOx;ReRAM;Temperature;Flexible","Resistance;Degradation;Spectroscopy;Temperature;Indium tin oxide;Switches;Bending","aluminium;bending;electrical conductivity transitions;electrical resistivity;hafnium compounds;hopping conduction;indium compounds;insulating thin films;metallic thin films;MIM devices;polymer films;resistive RAM;space-charge-limited conduction;substrates;tin compounds;X-ray photoelectron spectra","resistive switching property;X-ray photoelectron spectroscopy;chemical composition;polyethylene terephthalate flexible substrate;space charge limited conduction;hopping conduction;mechanical bending test;resistive random access memory;metal-insulator-metal interfaces;temperature 293.0 K to 298.0 K;temperature 100.0 degC;Al-HfOx-ITO;ITO","","","","24","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
"SCAPS Modelling of solar cells: Deploying a back surface field SnS layer for performance upgradation","P. Kumari; B. S. Sengar; A. Kumar","Department of Electrical Engineering, National Institute of Technology, Patna, Bihar, India; Department of Energy Science and Technology, Centre for Advanced Studies, Lucknow, Uttarpradesh, India; Department of Electrical Engineering, National Institute of Technology, Patna, Bihar, India","2020 5th IEEE International Conference on Emerging Electronics (ICEE)","23 May 2022","2020","","","1","4","Cu2ZnSnS4 (CZTS) based thin-film photovoltaic (PV) cells are suitable candidates for PV cells since CZTS (as absorber material) has an easily tunable bandgap, is nontoxic and economical. Using the Back Surface Field (BSF) layer is one of the primary methods of upgrading the efficiency of PV cells. The BSF layer reduces the wastage of photo-generated electrons at the back recombination sink, and hence improves the efficiency of the cell. Engineering Mo/CZTS interface is very crucial for the performance of PV devices","","978-1-7281-8660-3","10.1109/ICEE50728.2020.9777010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9777010","Solar cell;CZTSSe absorber layer;SnS layer;Bandgap","Performance evaluation;Photovoltaic systems;Photonic band gap;Spontaneous emission;Short-circuit currents;Photovoltaic cells;Rollover","copper compounds;energy gap;molybdenum;photovoltaic cells;semiconductor thin films;solar cells;tin compounds;zinc compounds","SCAPS modelling;solar cells;performance upgradation;thin-film photovoltaic cells;PV cells;absorber material;tunable bandgap;back surface field layer;BSF layer;PV devices;primary methods;photogenerated electrons;back recombination sink;Mo;Cu2ZnSnS4","","","","12","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
"CZTSe Kesterite Solar Cell: The Impact of Defects on Loss Mechanisms","L. Sravani; S. Routray; K. P. Pradhan","Indian Institute of Information Technology, Design and Manufacturing, Kancheepuram, India; S.R.M Institute of Science and Technology, Chennai, India; Indian Institute of Information Technology, Design and Manufacturing, Kancheepuram, India","2020 5th IEEE International Conference on Emerging Electronics (ICEE)","23 May 2022","2020","","","1","3","Kesterite copper-zinc-tin-selenide (CZTSe) crystal has been extensively studied as an absorber material in solar cells in order to achieve tera-watt power generation. It has excellent optical parameters, adjustable band gap varying from 1.0 to 1.5 eV and high absorption coefficient. These excellent properties of the material bring a new ray of hope in future generation thin film solar cell. Here, elaborated physics of trap and defect density in kesterite absorber material is explored. The effect of traps and in-house defects on performance and carrier dynamics of solar cell is also focused. Finally, the power conversion efficiency and performance measuring parameters are discussed.","","978-1-7281-8660-3","10.1109/ICEE50728.2020.9776668","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9776668","Solar Cell;Kesterite;CZTSe;Defects","Integrated optics;Electron traps;Power measurement;Photonic band gap;Photovoltaic cells;Radiative recombination;Power conversion","absorption coefficients;copper compounds;energy gap;semiconductor growth;semiconductor materials;semiconductor thin films;solar cells;ternary semiconductors;tin compounds;zinc compounds","loss mechanisms;kesterite copper-zinc-tin-selenide crystal;tera-watt power generation;excellent optical parameters;adjustable band gap;high absorption coefficient;future generation thin film solar cell;defect density;kesterite absorber material;in-house defects;power conversion efficiency;performance measuring parameters;CZTSe kesterite solar cell;electron volt energy 1.0 eV to 1.5 eV","","","","11","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
"Optimization of Drain Extended MOS Devices for Reliability in High Switching applications","S. Pali; A. Gupta","Centre for Applied Research in Electronics, Indian Institute of Technology Delhi, New Delhi, India; Centre for Applied Research in Electronics, Indian Institute of Technology Delhi, New Delhi, India","2020 5th IEEE International Conference on Emerging Electronics (ICEE)","23 May 2022","2020","","","1","4","In this work, we investigate the static and transient performance of Drain Extended NMOS (DeNMOS) devices with and without Shallow Trench Isolation (STI). Devices drain-to-source pitch and layout parameters are kept constant, except gate overlap length which is reduced by applying a suitable gate edge termination technique to ensure Safe Operating Area (SOA) and lower the gate charge. A comparative study of optimized STI and NonSTI based DeNMOS for switching applications and gate edge reliability is shown. It is found that the reduction of gate length over the drift region reduces gate to drain coupling charge by more than 60%. We present that a FOM improvement of 55% in STI and 45% in NonSTI DeNMOS w.r.t their respective standard devices can be achieved using gate edge termination techniques without compromising in SOA and gate edge reliability.","","978-1-7281-8660-3","10.1109/ICEE50728.2020.9777045","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9777045","DeNMOS;SOA;Gate charge;SCBE;P-Top;FOM;Propagation delay","Performance evaluation;Couplings;Layout;Switches;Logic gates;Reliability engineering;Delays","isolation technology;MIS devices;semiconductor device models;semiconductor device reliability","high switching applications;static performance;transient performance;drain extended NMOS devices;shallow trench isolation;layout parameters;suitable gate edge termination technique;safe operating area;SOA;gate charge;optimized STI;gate edge reliability;gate length;respective standard devices;gate edge termination techniques;nonSTI DeNMOS;drain-to-source pitch","","","","8","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
"Plasma Assisted Molecular Beam Epitaxy Grown GaN Nanowires On Si (211) Substrates for UV Sensing Applications","M. Agrawal; A. Jain; B. R. Mehta; R. Muralidharan","Department of Physics, Indian Institute of Technology Delhi, New Delhi, India; Solid State Physics Laboratory, New Delhi, India; Department of Physics, Indian Institute of Technology Delhi, New Delhi, India; Centre for Nano Science and Engineering, Indian Institute of Science, Bengaluru, India","2020 5th IEEE International Conference on Emerging Electronics (ICEE)","23 May 2022","2020","","","1","4","III-Nitrides have attracted significant research interest in the recent years owing to their wide range of applications. In this study catalyst free plasma assisted molecular beam epitaxy growth of GaN nanowires on Si (211) substrates for UV sensing applications is reported. The GaN nanowires were characterized using field emission scanning electron microscopy and photoluminescence spectroscopy. The field emission scanning electron microscopy results indicated that the nanowires are dense and preferentially oriented. The peak observed at around 3.42 eV in the photoluminescence spectra corresponding to GaN band edge emission confirms that the nanowires are of high optical quality. For UV sensor measurements two Indium contacts were soldered on the surface of the nanowires and resistance between the ohmic contacts was measured as a function of time. The sensor response was measured as the ratio of change in resistance upon exposure to UV to the resistance in air. GaN nanowires showed a response of 2.2% upon exposure to UV with a fast response time. Through this work we show that GaN nanowires on Si (211) substrates are suitable candidates for UV sensing applications.","","978-1-7281-8660-3","10.1109/ICEE50728.2020.9776961","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9776961","GaN nanowires;PAMBE;UV sensors","Scanning electron microscopy;Stimulated emission;Molecular beam epitaxial growth;Photoluminescence;Silicon;Time measurement;Nanowires","electric resistance;field emission scanning electron microscopy;gallium compounds;III-V semiconductors;II-VI semiconductors;indium;molecular beam epitaxial growth;nanofabrication;nanosensors;nanowires;ohmic contacts;photoluminescence;plasma materials processing;semiconductor epitaxial layers;semiconductor growth;soldering;ultraviolet detectors;wide band gap semiconductors","silicon substrates;photoluminescence spectroscopy;field emission scanning electron microscopy;band edge emission;UV sensor measurements;catalyst free plasma assisted molecular beam epitaxy grown nanowires;III-nitrides;preferentially oriented;optical quality;indium contacts;soldered;ohmic contacts;resistance change;fast response time;GaN;Si;GaN-In","","","","38","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
"Optimization of Transport Layer Thickness for Perovskite Solar Cells: An Optical Analysis","V. Sharma; S. Saini; R. Padmanabhan","Electronics and Communication Engineering, National Institute of Technology, Hamirpur; Electrical Engineering, IIT Kanpur; Electrical Engineering, Indian Institute of Technology Palakkad","2020 5th IEEE International Conference on Emerging Electronics (ICEE)","23 May 2022","2020","","","1","4","Perovskite-based solar cells are one of the most rapidly emerging photovoltaic devices in terms of their ability to convert sunlight into electrical energy. Although extensively researched upon, their efficiency is still less than the thermo-dynamic limit due to various electrical losses in the device and optical losses in the stack layers that make a perovskite solar cell (PSC). This work focuses on optimizing the thickness of the transport layers (electron and hole transport layers) in the stack for planar PSCs, by accounting for different optical losses in each layer analytically.","","978-1-7281-8660-3","10.1109/ICEE50728.2020.9777084","SERB(grant numbers:SRG/2019/001433); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9777084","effective absorptance;electron transport layer (ETL);hole transport layer (HTL);perovskite solar cell (PSC)","Integrated optics;Optical losses;Spontaneous emission;Photovoltaic cells;Optical device fabrication;Charge carrier processes;Electron optics","optical losses;optimisation;solar cells","electrical losses;stack layers;hole transport layers;optical losses;transport layer;optical analysis;perovskite-based solar cells;photovoltaic devices;electrical energy;thermo-dynamic limit;PSC","","","","18","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
"A Comparison Between Ionic Liquid and SiO2 Gated Zinc Tin Oxide Thin Film Transistor","M. Shaji; K. J. Saji; M. K. Jayaraj","Department of Physics, Cochin University of Science and Technology, Kochi, India; International School of Photonics, Centre of Excellence in Advanced Materials Cochin University of Science and Technology, Kochi, India; University of Calicut, Malappuram, India","2020 5th IEEE International Conference on Emerging Electronics (ICEE)","23 May 2022","2020","","","1","3","Ionic liquid (IL) gated thin film transistors (TFTs) gained much attention in recent years due to their ease of processing, low operating voltages, and high electric fields at low bias voltages, which are the results of the formation of an electric double layer (EDL) in the IL/semiconductor interface. Here, we have made a direct comparison of the electrical characteristics of IL gated TFTs based on zinc tin oxide (ZTO) active layer with the standard SiO2 gated device. The transport measurements on the SiO2 gated device shows a current On/Off ratio >105, a field effect mobility of 0.65 cm2V−1s−1, and a threshold voltage of 25.6 V. Similar measurement on the IL gated devices revealed a current On/Off ratio of $1.6 \times 10^{3}$, a significantly improved field effect mobility of 5.4 cm2V−1s−1 and a very low threshold voltage of 0.96 V.","","978-1-7281-8660-3","10.1109/ICEE50728.2020.9777012","MNRE; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9777012","Thin Film Transistor;Ionic Liquid;Thin Film;Zinc tin oxide","Silicon compounds;Performance evaluation;Liquids;Voltage measurement;Current measurement;Logic gates;Tin","II-VI semiconductors;ionic conductivity;silicon compounds;thin film transistors;tin compounds;wide band gap semiconductors;zinc compounds","gated device;improved field effect mobility;low threshold voltage;ionic liquid;zinc tin oxide thin film transistor;low operating voltages;high electric fields;low bias voltages;electric double layer;electrical characteristics;zinc tin oxide active layer;semiconductor interface;transport measurements;field effect mobility;threshold voltage;voltage 25.6 V;SiO2;ZnSnO","","","","16","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
"Parameter Extraction for Tremor Signals","S. K. Bejugam; J. V","Dept. of EECE, GITAM (Deemed to be University), Hyderabad, India; Dept. of EECE, GITAM (Deemed to be University), Visakhapatnam, India","2020 5th IEEE International Conference on Emerging Electronics (ICEE)","23 May 2022","2020","","","1","4","Tremor is an involuntary movement of limbs that occurs with certain neurological disorders. The neurological disorders include Parkinson's disease, Huntington disease, spino cerebellar degenerations, etc., In all these diseases the limbs of the patient move involuntarily and rhythmically. It can affect any part of the body either one side or both the sides symmetrically. The neuro physician during the assessment of the patient depends on video-grapy or Electromyography or both. Even then the physician does not get the complete information, as these techniques are very primitive, apart from being uneconomical. Also they require lot of time for recording and analysis. Even the information preservation also becomes difficult. In certain cases, the physician mainly depends on the feedback from the patient. In order to overcome these difficulties and also to reduce the time and even cost, a technique has been proposed and implemented. The technique involves recording the tremor using a tri-axial accelerometer, which can be fastened to the limb, where the measurements need to be recorded. The analog output from the accelerometer is amplified and fed to a microcontroller for onward transmission of the sampled values to PC. In PC a Matlab program acquires these samples and processes the same for amplitude and frequency related information. The data was obtained from 15 patients having various neurological disorders and a set of 10 controlled groups is also considered. Both the group's data have been analyzed and the results are reported.","","978-1-7281-8660-3","10.1109/ICEE50728.2020.9776853","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9776853","Tremor analysis;Accelerometer;FFT;Data acquisition","Accelerometers;Neurological diseases;Parkinson's disease;Microcontrollers;Process control;Medical services;Electromyography","accelerometers;biomechanics;diseases;electromyography;medical disorders;medical signal processing;microcontrollers;neurophysiology;patient diagnosis;patient treatment","diseases;limb;neuro physician;information preservation;tri-axial accelerometer;frequency related information;neurological disorders;parameter extraction;tremor signals;involuntary movement;Parkinson's disease;Huntington disease;spino cerebellar degenerations;videograpy;electromyography","","","","5","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
